indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC00274,Email Address,jack60@example.org,Worm,Nation-State Actor (Unattributed),Medium,Medium
IOC00275,URL,https://www.martin-king.com/wp-contentterms.asp,Trojan,Organized Crime Syndicate,Low,High
IOC00276,Email Address,dawnjacobs@example.org,Spyware,Hacktivist Collective,Medium,Low
IOC00277,IP Address,196.191.182.228,Trojan,Threat Group Bravo,Medium,Medium
IOC00278,Email Address,christopher40@example.com,DDoS,Threat Group Alpha,Low,Critical
IOC00279,Domain,ramirez.com,Cryptojacking,Script Kiddie,Medium,High
IOC00280,URL,https://vasquez.com/categoriescategory.php,Adware,Hacktivist Collective,Medium,Critical
IOC00281,Email Address,jarvisholly@example.org,Botnet,Unknown,High,Medium
IOC00282,Domain,zamora-harper.com,Brute Force,Nation-State Actor (Unattributed),Medium,Medium
IOC00283,Domain,klein.info,Botnet,Threat Group Charlie,High,High
IOC00284,File Hash (SHA256),5ffbb1f719c23a8d42e735a3ca98f95379a9bc2df9c2237d0ac4d318eaf24f7a,Malware,Organized Crime Syndicate,Low,Low
IOC00285,Email Address,dianaanderson@example.org,Botnet,Threat Group Alpha,Low,Medium
IOC00286,Email Address,vanessacastillo@example.org,Worm,Threat Group Charlie,High,High
IOC00287,Email Address,pamela15@example.net,Cryptojacking,Threat Group Bravo,High,Low
IOC00288,File Hash (SHA256),79b912c60633037995ab881f3b24da63402a57d20d7754e3d5a308ee9208bbaa,Trojan,Nation-State Actor (Unattributed),Low,Critical
IOC00289,Domain,smith-taylor.biz,Rootkit,Hacktivist Collective,High,High
IOC00290,URL,http://www.bullock.com/wp-content/wp-content/postsabout.html,Worm,Script Kiddie,Medium,Low
IOC00291,URL,https://gilbert.biz/posts/wp-content/tagabout.html,Cryptojacking,Threat Group Charlie,High,High
IOC00292,File Hash (SHA256),362eaf917037afb14adb3c01079055fc96287bcc1c9cc4041ae3f2e3c82e7ed8,Cryptojacking,Hacktivist Collective,High,Critical
IOC00293,URL,http://www.larson.com/main/main/postshome.htm,Phishing,Script Kiddie,High,Medium
IOC00294,Domain,miller.com,Adware,Anonymous Group,Medium,Medium
IOC00295,IP Address,217.211.181.75,Phishing,Insider Threat,High,Low
IOC00296,URL,https://brown-robinson.com/postsindex.htm,Rootkit,Unknown,High,High
IOC00297,Domain,johnson.com,Spyware,Hacktivist Collective,Low,Medium
IOC00298,IP Address,141.180.54.207,Ransomware,Script Kiddie,Medium,Low
IOC00299,IP Address,209.63.107.87,DDoS,Anonymous Group,Low,Medium
IOC00300,IP Address,107.239.208.238,SQL Injection Campaign,Insider Threat,Medium,Medium
IOC00301,Domain,white.net,Cryptojacking,Unknown,Medium,Low
IOC00302,IP Address,159.79.14.149,Rootkit,Hacktivist Collective,Low,Medium
IOC00303,Domain,shaw-baker.com,Worm,Anonymous Group,High,Low
IOC00304,Domain,barnes.net,SQL Injection Campaign,Threat Group Alpha,Medium,High
IOC00305,File Hash (SHA256),f5ed4e60f9f65529fafa3afb7e371501c8f98e1802877b37592c62b4e136fe07,Spyware,Script Kiddie,Medium,High
IOC00306,File Hash (SHA256),5e3ba49cb101281af677c5d743b1031a0075f2fa02a190dd23bd1d4a250d49de,Worm,Script Kiddie,Medium,High
IOC00307,URL,https://www.cole.net/posts/explorepost.jsp,Botnet,Hacktivist Collective,High,Medium
IOC00308,Domain,walker.info,Botnet,Insider Threat,High,High
IOC00309,URL,http://www.farley-thompson.com/main/explore/categoriesprivacy.php,Adware,Threat Group Charlie,Medium,Low
IOC00310,Email Address,jboyd@example.net,Spyware,Nation-State Actor (Unattributed),High,Medium
IOC00311,URL,http://woods-torres.com/categories/categoriesauthor.htm,Phishing,Insider Threat,Low,Medium
IOC00312,File Hash (SHA256),6bb812e44b58e151378ce5920483846433eaf2e987b270cccafafd490ca1d64b,Adware,Anonymous Group,Medium,Low
IOC00313,Email Address,jeremy41@example.org,Botnet,Hacktivist Collective,Medium,Critical
IOC00314,Email Address,kimberlybush@example.net,Backdoor,Organized Crime Syndicate,High,High
IOC00315,URL,http://www.brown-mathis.com/app/search/listterms.html,Backdoor,Unknown,Low,Medium
IOC00316,Email Address,jon64@example.org,DDoS,Nation-State Actor (Unattributed),Low,High
IOC00317,URL,http://smith.com/wp-content/mainhomepage.html,Cryptojacking,Nation-State Actor (Unattributed),Low,Medium
IOC00318,IP Address,151.58.205.180,Ransomware,Insider Threat,Low,Low
IOC00319,File Hash (SHA256),42d0d85fc1bcb04de75ab5d61a4340cd84726d3488fafb233acb684e23930a85,Phishing,Insider Threat,Medium,Low
IOC00320,IP Address,77.25.224.35,Phishing,Unknown,Low,Low
IOC00321,URL,https://jacobs-green.com/taglogin.htm,DDoS,Threat Group Alpha,High,High
IOC00322,URL,https://www.ware-kelley.com/blogcategory.jsp,Brute Force,Script Kiddie,Low,Critical
IOC00323,File Hash (SHA256),823bf22b577075ec39cedfe2cb8be107cc4b37c1943798d862b9d396834c94ba,DDoS,Hacktivist Collective,High,Medium
IOC00324,File Hash (SHA256),249fc3cee99ccc161f2d1f1762b2de96a346e2d9745cbf993c497f76369a404f,Adware,Organized Crime Syndicate,Medium,Low
IOC00325,File Hash (SHA256),e8a7984af6eacfc2430358d49a8cf3ebc9a57babb642bf2b94a54e3a4a0d906d,Malware,Unknown,High,Low
IOC00326,IP Address,211.251.110.10,DDoS,Anonymous Group,Medium,High
IOC00327,Email Address,kreynolds@example.com,Worm,Nation-State Actor (Unattributed),High,Low
IOC00328,Domain,sullivan.org,DDoS,Threat Group Bravo,Medium,High
IOC00329,URL,http://sanders.biz/searchregister.htm,Phishing,Threat Group Charlie,Low,Medium
IOC00330,Email Address,jdavis@example.org,Botnet,Nation-State Actor (Unattributed),Low,Medium
IOC00331,IP Address,220.161.228.185,Trojan,Unknown,Low,Critical
IOC00332,URL,https://www.yang.com/tags/blog/categoriesterms.php,DDoS,Threat Group Bravo,Medium,Low
IOC00333,IP Address,148.165.137.45,DDoS,Nation-State Actor (Unattributed),High,High
IOC00334,URL,http://jackson.com/categoriesprivacy.htm,Cryptojacking,Script Kiddie,Medium,High
IOC00335,Domain,gutierrez-arnold.info,Spyware,Threat Group Bravo,Medium,Medium
IOC00336,File Hash (SHA256),e57d36f4d4779d97e4b087c02e5c7009043dab74d4a6161bf7d26baaa6110d72,Keylogger,Threat Group Alpha,High,High
IOC00337,Domain,flores-wilson.info,Keylogger,Nation-State Actor (Unattributed),Low,Critical
IOC00338,URL,https://maldonado.com/explore/explore/tagfaq.html,DDoS,Insider Threat,Medium,Critical
IOC00339,Domain,anderson-blake.net,Brute Force,Anonymous Group,Medium,High
IOC00340,Email Address,taylor29@example.net,Botnet,Script Kiddie,Medium,Low
IOC00341,File Hash (SHA256),4d664c5241fbf03a3e0cfa97863207049c0d6a0c41aa75d9ed933a15495506e1,Rootkit,Threat Group Charlie,High,High
IOC00342,Domain,page.com,Brute Force,Hacktivist Collective,High,High
IOC00343,URL,https://thomas.com/tag/appregister.html,Brute Force,Anonymous Group,Low,Medium
IOC00344,URL,https://www.daniels.biz/list/postslogin.php,Malware,Anonymous Group,Medium,Critical
IOC00345,File Hash (SHA256),5d9b742c08cbdceb5299b411a601bce180fc2a9d84034047e32831fdf95babd4,Backdoor,Hacktivist Collective,Medium,Low
IOC00346,IP Address,83.7.130.135,Backdoor,Insider Threat,Low,High
IOC00347,File Hash (SHA256),2c2f796cd505edc847133a020fd6fd34a6bc191da613ea6de62502d9e7b59add,Ransomware,Threat Group Alpha,Medium,High
IOC00348,IP Address,183.242.128.169,Cryptojacking,Threat Group Charlie,Low,High
IOC00349,File Hash (SHA256),bd47719412fea94e5d592c90f3bb2be1292ac7b91213927d82499d6b3a74275b,Botnet,Script Kiddie,High,Medium
IOC00350,URL,http://www.bernard.com/exploreterms.asp,Rootkit,Threat Group Alpha,Low,Medium
IOC00351,IP Address,215.55.247.183,Worm,Hacktivist Collective,High,High
IOC00352,URL,https://www.mendoza.biz/tagsabout.html,Brute Force,Threat Group Charlie,Low,Medium
IOC00353,IP Address,67.70.4.194,Cryptojacking,Anonymous Group,High,Critical
IOC00354,Domain,davis-smith.com,SQL Injection Campaign,Organized Crime Syndicate,Low,Medium
IOC00355,File Hash (SHA256),77cf1115899e90448c104af903cbddba2463952e3e6f7894495ab39abce11249,Spyware,Nation-State Actor (Unattributed),Low,High
IOC00356,URL,https://www.brown.com/blog/posts/categoriesfaq.php,Adware,Insider Threat,Medium,Medium
IOC00357,IP Address,134.146.170.58,Phishing,Threat Group Bravo,Medium,Medium
IOC00358,Email Address,jamesdixon@example.net,Rootkit,Anonymous Group,High,Low
IOC00359,File Hash (SHA256),f13a7134ae443446e5ccde4a71b5f177bf14c463c37aee184537148a659e6c65,Phishing,Insider Threat,Medium,High
IOC00360,Domain,figueroa.com,Phishing,Threat Group Alpha,High,Critical
IOC00361,Domain,williams-schwartz.com,Trojan,Hacktivist Collective,Medium,Medium
IOC00362,Domain,carter.com,DDoS,Anonymous Group,Medium,Critical
IOC00363,Domain,hall-williams.info,Spyware,Nation-State Actor (Unattributed),Low,Medium
IOC00364,File Hash (SHA256),f73d70f0af7ce0bb78d3fbfa8bcb40c3931d861323335a876f9cddd1a3845a42,Botnet,Organized Crime Syndicate,High,Low
IOC00365,File Hash (SHA256),4f6766955dc34f2729adcce7526b015a09c6c4f16f2d2c2883e37a8bf4369332,Ransomware,Unknown,Low,Low
IOC00366,Domain,davis-fisher.com,DDoS,Unknown,Low,Low
IOC00367,IP Address,56.188.10.27,Malware,Organized Crime Syndicate,High,Medium
IOC00368,File Hash (SHA256),a46eb6fd95c4e90e1c67c689af503ca170b4b5c3bdcf209fd814147c0f24c293,Phishing,Hacktivist Collective,Low,Low
IOC00369,File Hash (SHA256),2958033c75793adcb0cd2410c1fc94406be72ed67688f8f4539f0d66636ea294,Brute Force,Nation-State Actor (Unattributed),Medium,Medium
IOC00370,URL,http://www.case.com/explore/search/wp-contentpost.htm,Spyware,Threat Group Bravo,Low,High
IOC00371,File Hash (SHA256),10188e1b388c6c090c61278989cd52085c697d2422d2ce5c7624bfc794072237,Ransomware,Organized Crime Syndicate,Medium,High
IOC00372,Email Address,karina88@example.org,Keylogger,Anonymous Group,Low,Low
IOC00373,Domain,stevens.com,Cryptojacking,Insider Threat,Medium,Low
IOC00374,URL,http://freeman.biz/posts/tagterms.php,Backdoor,Anonymous Group,Low,Medium
IOC00375,URL,https://bennett-harris.com/blog/categories/listmain.php,Trojan,Unknown,Medium,Medium
IOC00376,IP Address,206.21.109.13,Malware,Nation-State Actor (Unattributed),Low,Medium
IOC00377,URL,http://www.jones.com/search/list/wp-contentcategory.php,Brute Force,Anonymous Group,High,Medium
IOC00378,File Hash (SHA256),16f654a0b42ded568ca421de0061c21120acb74c24b0976f2539d37d2c7c7c20,Malware,Threat Group Alpha,Low,High
IOC00379,File Hash (SHA256),ed5c53356561f5fa89dfa3607dab3dc4ee79ed9529be227c4c03eb56ba9d7580,Brute Force,Unknown,Low,High
IOC00380,URL,https://lowery-moore.com/categories/explore/searchabout.html,DDoS,Unknown,Medium,High
IOC00381,URL,https://www.conrad.biz/searchindex.php,Cryptojacking,Threat Group Alpha,Low,High
IOC00382,URL,http://contreras.org/postsprivacy.asp,Ransomware,Unknown,Low,Medium
IOC00383,Domain,morris-evans.com,SQL Injection Campaign,Insider Threat,High,Medium
IOC00384,IP Address,108.180.56.192,Brute Force,Insider Threat,Medium,High
IOC00385,Email Address,brandonjohnson@example.org,Cryptojacking,Script Kiddie,Medium,High
IOC00386,URL,http://mcdonald.net/tags/blog/searchabout.php,Worm,Organized Crime Syndicate,High,High
IOC00387,Email Address,kimberlyfrye@example.com,Worm,Anonymous Group,Low,Medium
IOC00388,Domain,nunez.com,Rootkit,Organized Crime Syndicate,High,Medium
IOC00389,Email Address,jason44@example.org,SQL Injection Campaign,Threat Group Bravo,Low,Medium
IOC00390,IP Address,181.175.216.127,Worm,Script Kiddie,High,Critical
IOC00391,Email Address,toddmichael@example.org,Trojan,Organized Crime Syndicate,High,Critical
IOC00392,IP Address,210.5.151.134,Worm,Threat Group Alpha,High,Low
IOC00393,Email Address,matthew79@example.com,Cryptojacking,Threat Group Charlie,Low,High
IOC00394,File Hash (SHA256),5deb1adf3fcff307777f83209472ea28ec228bceb7dbbd64da88588c27697858,Botnet,Script Kiddie,Low,Medium
IOC00395,Domain,morgan.com,DDoS,Threat Group Bravo,High,High
IOC00396,Domain,johnson-berg.org,Brute Force,Threat Group Bravo,Low,High
IOC00397,IP Address,222.38.33.153,Keylogger,Hacktivist Collective,High,Medium
IOC00398,URL,http://www.peters.net/mainauthor.htm,Rootkit,Threat Group Bravo,High,Low
IOC00399,Email Address,turnertiffany@example.org,SQL Injection Campaign,Script Kiddie,High,Low
IOC00400,Domain,gonzalez.info,Phishing,Hacktivist Collective,Medium,Medium
IOC00401,Email Address,arnoldcassandra@example.com,Botnet,Hacktivist Collective,Medium,Medium
IOC00402,File Hash (SHA256),be3545faff1f455715789daddc2a115135256ce7db36d68d86768b08ecaef3a5,Rootkit,Nation-State Actor (Unattributed),Medium,Low
IOC00403,IP Address,186.201.88.120,Phishing,Script Kiddie,Low,High
IOC00404,IP Address,88.107.72.121,Brute Force,Nation-State Actor (Unattributed),Low,Critical
IOC00405,Email Address,melanie04@example.com,Adware,Hacktivist Collective,High,Critical
IOC00406,URL,http://gill.com/main/blog/tagabout.asp,Ransomware,Unknown,High,Medium
IOC00407,URL,http://rodriguez.com/wp-content/tags/listsearch.asp,Trojan,Hacktivist Collective,Medium,High
IOC00408,URL,http://www.hansen-lyons.com/tag/wp-content/mainfaq.jsp,Adware,Hacktivist Collective,Low,Low
IOC00409,Domain,thompson.com,Keylogger,Organized Crime Syndicate,Medium,Low
IOC00410,URL,http://www.flores-woods.com/mainhome.htm,Spyware,Organized Crime Syndicate,Low,Medium
IOC00411,URL,https://www.scott-sharp.com/search/list/postsmain.html,Keylogger,Threat Group Bravo,High,Medium
IOC00412,Domain,smith-newton.com,Trojan,Hacktivist Collective,Medium,High
IOC00413,Email Address,ljames@example.com,DDoS,Threat Group Charlie,High,High
IOC00414,IP Address,154.190.45.152,Spyware,Unknown,Medium,Low
IOC00415,URL,http://obrien.info/list/list/searchregister.php,Phishing,Threat Group Bravo,Low,Medium
IOC00416,Email Address,ihart@example.com,Spyware,Threat Group Bravo,High,Low
IOC00417,File Hash (SHA256),1c691a228759ab40d3df4c47d582e3c159c0d5efac352d7e13312e5fecef0bd1,SQL Injection Campaign,Script Kiddie,High,Critical
IOC00418,URL,http://www.turner.com/wp-contentregister.jsp,Ransomware,Script Kiddie,Medium,Low
IOC00419,IP Address,72.34.10.48,Keylogger,Unknown,High,Critical
IOC00420,Email Address,jamesnelson@example.org,Phishing,Threat Group Alpha,Low,Critical
IOC00421,IP Address,27.200.131.223,Rootkit,Insider Threat,High,Low
IOC00422,URL,https://www.stokes.com/explore/tags/tagpost.jsp,DDoS,Organized Crime Syndicate,Low,Medium
IOC00423,File Hash (SHA256),d0c2ad9159cfc89d803bd365352f4e95c837a21d782b1c6a343e508bc84d6597,Adware,Anonymous Group,Low,Low
IOC00424,Domain,jackson.com,Backdoor,Organized Crime Syndicate,Low,Medium
IOC00425,Email Address,blanchardjeffrey@example.com,Brute Force,Insider Threat,High,Medium
IOC00426,Domain,martinez.com,Keylogger,Nation-State Actor (Unattributed),Medium,Medium
IOC00427,Domain,porter-martinez.org,Backdoor,Threat Group Alpha,High,Medium
IOC00428,URL,https://abbott.com/explore/app/mainabout.jsp,Rootkit,Threat Group Charlie,Medium,Medium
IOC00429,IP Address,215.218.71.173,Adware,Organized Crime Syndicate,High,Medium
IOC00430,File Hash (SHA256),e9defd822570c63a517af77ab07789a527c89e100be963aff35890e514efe8db,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,High
IOC00431,Domain,aguilar.biz,DDoS,Hacktivist Collective,High,Medium
IOC00432,Email Address,michael72@example.net,Ransomware,Threat Group Alpha,Medium,Medium
IOC00433,IP Address,220.101.26.252,Backdoor,Anonymous Group,Low,High
IOC00434,IP Address,199.59.38.95,Rootkit,Threat Group Alpha,High,Low
IOC00435,Domain,stevens-wilson.com,Rootkit,Unknown,High,High
IOC00436,Email Address,ireid@example.org,Trojan,Organized Crime Syndicate,Medium,Low
IOC00437,URL,https://harris.biz/app/categories/categoryhomepage.html,Spyware,Organized Crime Syndicate,High,High
IOC00438,IP Address,141.51.118.23,Cryptojacking,Hacktivist Collective,Low,Low
IOC00439,Email Address,jon52@example.com,Brute Force,Threat Group Charlie,High,High
IOC00440,Domain,osborn-foster.info,Trojan,Threat Group Bravo,Low,High
IOC00441,Email Address,sierrabarnett@example.com,Brute Force,Threat Group Charlie,High,Critical
IOC00442,IP Address,123.40.189.138,Brute Force,Organized Crime Syndicate,Medium,High
IOC00443,File Hash (SHA256),d5f1542af9e102b3b6252f7144b61bdae0f4228b68a960c1048674764b0ec36a,Trojan,Threat Group Alpha,High,Medium
IOC00444,Email Address,pamela07@example.net,Cryptojacking,Organized Crime Syndicate,High,Medium
IOC00445,IP Address,61.201.13.185,Spyware,Insider Threat,Medium,Medium
IOC00446,File Hash (SHA256),e4dc65911279318a23205724eff2b5f3e3553535a2b55f137bd507d77c33bc9b,Keylogger,Insider Threat,High,Medium
IOC00447,URL,https://www.andersen-flynn.biz/wp-contentfaq.html,SQL Injection Campaign,Threat Group Charlie,High,Low
IOC00448,IP Address,202.32.141.166,Cryptojacking,Anonymous Group,High,High
IOC00449,Email Address,william10@example.com,Spyware,Hacktivist Collective,Medium,Medium
IOC00450,IP Address,49.4.224.203,Adware,Threat Group Charlie,Medium,High
IOC00451,File Hash (SHA256),ffb91004e7a949ae8a43661fb02e2b620e2a5ede34909af2ed0cf63388a9a1d0,Rootkit,Hacktivist Collective,Low,Medium
IOC00452,Email Address,whicks@example.org,Backdoor,Threat Group Charlie,High,Medium
IOC00453,File Hash (SHA256),a10e8f5a2f1ca74a4932cfdd46e50007530309017701cc65b46646acd1de80ec,Botnet,Threat Group Charlie,High,Medium
IOC00454,Email Address,westnicholas@example.org,Adware,Nation-State Actor (Unattributed),Medium,Medium
IOC00455,File Hash (SHA256),1f3083ab51fdc04ea6d93bf382d080f0266e48f2a085b327e3d88d385b6e5313,Malware,Anonymous Group,Low,Critical
IOC00456,File Hash (SHA256),c6c69d8a4d6c1f4d5da67e851bb656bb9349c3ca5c2276251679d8d33e81774a,DDoS,Hacktivist Collective,Low,Low
IOC00457,File Hash (SHA256),979566a9d8e0708dd789b69b0eab57569c8205e98e5d290d738407eb4db3e8e0,DDoS,Threat Group Alpha,Medium,Medium
IOC00458,File Hash (SHA256),535af96d786a0e312c91ff6a39a8b04286b5cfe72e76baa0f5d49ef02e7310b7,Worm,Threat Group Charlie,High,Critical
IOC00459,Domain,rose.com,Malware,Organized Crime Syndicate,Medium,Medium
IOC00460,Domain,gamble.com,Cryptojacking,Threat Group Charlie,Low,Critical
IOC00461,Email Address,wilsonthomas@example.net,Malware,Threat Group Bravo,High,Medium
IOC00462,Email Address,ashley91@example.net,SQL Injection Campaign,Organized Crime Syndicate,High,High
IOC00463,Domain,solomon.org,Adware,Script Kiddie,Low,High
IOC00464,Email Address,angela38@example.com,Brute Force,Hacktivist Collective,High,Medium
IOC00465,URL,http://scott-nielsen.com/categories/wp-contentabout.jsp,DDoS,Insider Threat,Low,Medium
IOC00466,URL,http://morris-wilson.org/categories/mainhome.php,Adware,Organized Crime Syndicate,High,Medium
IOC00467,File Hash (SHA256),2577c87ec142d4b6d05af35d5edf09433355ab6b836cd8bb26026dcc91d18701,SQL Injection Campaign,Threat Group Alpha,High,High
IOC00468,File Hash (SHA256),d5c6ac7ff8c900d8ff58fc2f36b38ff0d61541f0cea7e5eef237dcdc58172c76,DDoS,Threat Group Charlie,Low,Medium
IOC00469,URL,https://www.khan.com/searchlogin.php,Ransomware,Threat Group Bravo,Low,High
IOC00470,File Hash (SHA256),8996afeaa7453d5290cc394925d2b617946f7f665388a2879be2833da5e8d1b2,Worm,Threat Group Charlie,Low,Medium
IOC00471,Email Address,justin60@example.com,Cryptojacking,Threat Group Alpha,Medium,Medium
IOC00472,IP Address,183.11.199.24,Phishing,Organized Crime Syndicate,Medium,Low
IOC00473,Email Address,carrienorris@example.com,Ransomware,Script Kiddie,Low,High
IOC00474,File Hash (SHA256),f0f7b1a165e2ea9549f29c91af17e61594e0cafcf02a173dc859f699ceec0cd3,Trojan,Threat Group Charlie,Low,Medium
IOC00475,Domain,coleman.info,Worm,Organized Crime Syndicate,High,High
IOC00476,Domain,evans-nunez.com,Cryptojacking,Threat Group Alpha,Medium,Critical
IOC00477,URL,https://anderson-campbell.com/tags/main/searchhome.asp,Rootkit,Script Kiddie,Medium,Medium
IOC00478,URL,https://www.johnson.net/blog/search/explorelogin.htm,SQL Injection Campaign,Threat Group Bravo,High,Medium
IOC00479,IP Address,18.237.95.200,Brute Force,Organized Crime Syndicate,Low,Critical
IOC00480,IP Address,4.42.104.43,Spyware,Threat Group Charlie,Medium,Low
IOC00481,IP Address,188.79.227.74,Keylogger,Organized Crime Syndicate,Low,High
